id	logFC	AveExpr	t	P.Value	adj.P.Val	B	Mean_NR	Mean_R
USP18_Epithelialcells	0.389091001864132	6.65240203852232	3.02716373341807	0.00329780053422839	0.0395977421039386	-34.6546665156675	6.457857	6.846948
CD8A_Bcells	0.0803617055657213	10.5035429344213	3.01775548196911	0.00339120552198884	0.0400905529517311	-34.6805658701341	10.46336	10.54372
GAA_Epithelialcells	0.239009607789081	7.92969361823672	2.99262864382031	0.00365282031323341	0.0416360497186673	-34.7494192055038	7.810189	8.049198
CCL5_Bcells	0.409089005652591	10.4325724760627	2.9913450283118	0.00366667413513176	0.0416360497186673	-34.7529242047625	10.22803	10.63712
SASH3_Bcells	0.396740872540702	8.97443315758659	2.96277219019052	0.00398793191331128	0.0441228877075337	-34.8306309340231	8.776063	9.172804
CCR5_Bcells	0.70309603567195	8.26522617052659	2.94094069550768	0.00425072068888937	0.0457684420085008	-34.8895982309732	7.913678	8.616774
C1QA_Stromalcells	0.247898985377615	10.1863493116085	2.93143717092433	0.00437003739651715	0.0457684420085008	-34.9151571927307	10.0624	10.3103
CCDC117_Epithelialcells	0.236889469092898	8.22771039744364	2.92411041994601	0.00446412688805936	0.0457684420085008	-34.9348161234312	8.109266	8.346155
LOC283070_Epithelialcells	0.17315271890053	7.82502239987164	2.91446123840428	0.00459089324150361	0.0460690798536932	-34.960645616323	7.738446	7.911599
APOL6_Epithelialcells	0.240430999384852	8.30313309982018	2.88437701303534	0.0050077409265307	0.0483262864379572	-35.0407308322578	8.182918	8.423349
TNIK_Epithelialcells	-0.409668194259188	7.28062426032476	-2.88234560555494	0.00503710761351093	0.0483262864379572	-35.0461140951249	7.485458	7.075790
ANKH_Epithelialcells	-0.0747719791856234	10.4622510961116	-2.86045471020524	0.00536378385237087	0.0502596823346415	-35.1039286418345	10.49964	10.42487
KRT14_Myeloids	-0.428631368981168	5.27405437289311	-2.85705924863101	0.00541616507198339	0.0502596823346415	-35.1128638564049	5.488370	5.059739
THNSL2_Epithelialcells	-0.284944783708706	6.9016434547283	-2.82671819490353	0.00590553706539289	0.0542178562492986	-35.1923202342312	7.044116	6.759171
SLC1A4_Epithelialcells	0.221753888245793	8.88410420284025	2.80744812387187	0.00623708102868548	0.0566589571342692	-35.2424218204872	8.773227	8.994981
RABEP1_Epithelialcells	0.282807677669336	8.04224827574111	2.79228364320375	0.00650989189416036	0.0585212156735458	-35.2816501985891	7.900844	8.183652
AB074162_Epithelialcells	-0.263733143000526	6.42551815837566	-2.78796009722407	0.00658965146154799	0.0586275176424321	-35.2928024429495	6.557385	6.293652
MPP1_Epithelialcells	0.498376814882756	7.72007712680694	2.77726360223465	0.00679083753251609	0.0598009468424631	-35.3203317570575	7.470889	7.969266
XAF1_Stromalcells	0.223515439728525	10.1916557658335	2.76403631644678	0.00704739214329301	0.0611430337151896	-35.3542532509217	10.07990	10.30341
HERC5_Myeloids	0.30929780563446	9.07424229611508	2.74831125837298	0.00736390882943057	0.0629213199980058	-35.3944053940809	8.919593	9.228891
LOC100507507_Myeloids	0.0507714581514183	9.62481683760204	2.73711918596637	0.00759703780385897	0.0637097486363822	-35.4228670308386	9.599431	9.650203
EFNA1_Epithelialcells	-0.159931159386886	9.94294630224996	-2.73679789562282	0.00760382863215222	0.0637097486363822	-35.4236826503858	10.022912	 9.862981
CXXC4_Epithelialcells	-0.169245161970408	6.54442722967306	-2.73140266018849	0.00771869378143574	0.0640503147440293	-35.4373669441073	6.629050	6.459805
IFIT3_Myeloids	0.337014708396884	11.4854909731589	2.72485415423842	0.00786023851222877	0.0641027051728198	-35.4539461154142	11.31698	11.65400
CECR5_Epithelialcells	0.165606513147912	8.99189091640343	2.72424315526933	0.00787356517765805	0.0641027051728198	-35.4554913186172	8.909088	9.074694
CAMK1D_Epithelialcells	0.13084289122079	7.8677727660016	2.71581254538834	0.0080595635047123	0.0650037692015581	-35.4767826244641	7.802351	7.933194
GBP1_Tcells	0.386360293265389	12.6194943631941	2.6937716116219	0.00856491440585742	0.0675224826963349	-35.5321858199531	12.42631	12.81267
SLC2A5_Epithelialcells	0.338521213207946	5.16084565871887	2.69096650708583	0.00863125813724645	0.0675224826963349	-35.539209763691	4.991585	5.330106
SERPINI1_Epithelialcells	0.55152848962634	4.82366670861432	2.68599633630377	0.00874995765194353	0.0675224826963349	-35.5516399446984	4.547902	5.099431
DDR1_Epithelialcells	-0.120515198581719	10.7931637719792	-2.68545161320212	0.00876305685050928	0.0675224826963349	-35.5530011022078	10.85342	10.73291
PLA1A_Myeloids	0.30244361666773	8.08531770660028	2.6750584055528	0.00901642912713173	0.0688599852806609	-35.5789273462318	7.934096	8.236540
SLC7A2_Epithelialcells	-0.695815247705179	5.41101275470717	-2.66513107456984	0.0092646456804308	0.0695251236714068	-35.6036126052873	5.758920	5.063105
SNX10_Myeloids	0.1499025446565	10.8725707207164	2.64288206928437	0.00984364337969167	0.0726073866382386	-35.658656348758	10.79762	10.94752
IFIT5_Epithelialcells	0.247945374672967	7.11346704945141	2.63318306960048	0.0101061703600862	0.0739120764470709	-35.6825297955855	6.989494	7.237440
FAM26F_Myeloids	0.0811763978485285	9.84349893498679	2.61654521323486	0.0105713372066332	0.0764699383351155	-35.7233100820171	9.802911	9.884087
COL28A1_Epithelialcells	-0.373776639895138	4.55763557741511	-2.60936017512789	0.0107781485313591	0.0764699383351155	-35.7408533971356	4.744524	4.370747
C1QC_Bcells	0.032097610214386	10.27564486812	2.60829327425352	0.010809168175648	0.0764699383351155	-35.7434549082241	10.25960	10.29169
LAMP3_Tcells	0.377766973685294	10.1253191704654	2.60620925047023	0.0108699933918095	0.0764699383351155	-35.7485339535897	 9.936436	10.314203
CREBRF_Epithelialcells	0.506415320066569	6.74617513702507	2.59791444112171	0.0111151713366994	0.0764699383351155	-35.7687154159883	6.492967	6.999383
CXCL17_Epithelialcells	-0.285823049750957	5.7804469730351	-2.59564666687745	0.0111830673963527	0.0764699383351155	-35.7742234676538	5.923358	5.637535
FAS_Epithelialcells	0.409058599772711	7.4951467387724	2.59331068107036	0.0112533976460715	0.0764699383351155	-35.7798929275182	7.290617	7.699676
CD99L2_Epithelialcells	0.288486698816128	6.16847985575817	2.58770552321254	0.0114237878429249	0.0770213195972203	-35.7934790292723	6.024237	6.312723
KIF26A_Epithelialcells	0.229807432752923	6.77695488253277	2.58031033515334	0.0116521600906316	0.0773524166016542	-35.8113657070914	6.662051	6.891859
ZNF177_Tcells	-0.0764248106628287	6.79681277851643	-2.57067179278668	0.0119559985148651	0.0787635627353329	-35.8346130382695	6.835025	6.758600
ST6GALNAC5_Stromalcells	0.215286091854236	6.26183474535513	2.56183532304347	0.0122408182494569	0.0796931885230391	-35.8558607764172	6.154192	6.369478
PARP9_Epithelialcells	0.213572348229571	7.81884569898918	2.56057915130335	0.0122818007804915	0.0796931885230391	-35.8588762460205	7.712060	7.925632
KRT15_Myeloids	-0.689489742763365	7.01094070145011	-2.55658304737086	0.0124129979496263	0.0799071219833452	-35.8684606046943	7.355686	6.666196
PTPRCAP_Bcells	0.218828766363872	9.20064729315669	2.55395537122376	0.012499955350813	0.0799071219833452	-35.8747559365188	9.091233	9.310062
OASL_Epithelialcells	0.186537272297372	6.74093147595227	2.54712408725113	0.0127285981913116	0.0806838617045827	-35.8910963450708	6.647663	6.834200
EPHB1_Epithelialcells	-0.0392276191841594	5.8014193401484	-2.54055446763805	0.0129520315394366	0.0806838617045827	-35.9067756134146	5.821033	5.781806
ODF3B_Epithelialcells	0.227800438635948	7.03335966667985	2.53737905052628	0.0130612891902078	0.0806838617045827	-35.9143417685353	6.919459	7.147260
NKG7_Bcells	0.0464938957052041	9.78520940402056	2.53666819424385	0.0130858612831673	0.0806838617045827	-35.9160344380564	9.761962	9.808456
ZNF423_Epithelialcells	0.538737398140584	5.48939672027106	2.5338865310611	0.0131824154117569	0.0806838617045827	-35.9226541537974	5.220028	5.758765
S100A2_Epithelialcells	-0.246615959332639	8.0117383004871	-2.51655539905125	0.0137985770048598	0.0838603658816478	-35.9637582546008	8.135046	7.888430
C1QC_Stromalcells	0.177551358255494	10.3653065769754	2.51067476389255	0.0140134586914257	0.0845707332216811	-35.9776504031627	10.27653	10.45408
IRF7_Myeloids	0.210489099277574	10.1717297008178	2.49841765829553	0.0144710343133034	0.0849932311629351	-36.0065164258602	10.06649	10.27697
RNF213_Epithelialcells	0.0810051017271167	8.4445048059823	2.49835331755819	0.0144734712403697	0.0849932311629351	-36.0066676312196	8.404002	8.485007
SPRR2B_Epithelialcells	-0.299188235896735	5.96264751911207	-2.49824934077619	0.0144774101749148	0.0849932311629351	-36.0069119770667	6.112242	5.813053
CAPS_Epithelialcells	-0.146968180351871	6.7767363163529	-2.49519181856678	0.0145936689311602	0.0850968668080489	-36.0140932619914	6.850220	6.703252
MSR1_Epithelialcells	0.0332596443687549	4.51262232342522	2.49207377309866	0.0147130915287276	0.0851692221412828	-36.0214089191029	4.495993	4.529252
CCL5_Tcells	0.0668136883006376	11.9411809846337	2.4897294537277	0.0148034569191106	0.0851692221412828	-36.026904058714	11.90777	11.97459
BTBD11_Myeloids	-0.280284653354927	7.15922481655643	-2.48628042264017	0.0149373106045996	0.0852920550183264	-36.0349805864561	7.299367	7.019082
CELF2_Epithelialcells	0.180327128786503	10.1379776460623	2.47941552558207	0.0152069665905948	0.0852920550183264	-36.0510273196175	10.04781	10.22814
SLC19A2_Epithelialcells	-0.198740440748745	7.66793509771925	-2.47774486054969	0.0152732478856724	0.0852920550183264	-36.0549267316338	7.767305	7.568565
CMPK2_Epithelialcells	0.459353868129488	8.12477233700853	2.47482183707471	0.015389837989022	0.0852920550183264	-36.0617437653393	7.895095	8.354449
P2RX7_Myeloids	0.162078249933189	8.01017167970959	2.47412377869128	0.0154177990531389	0.0852920550183264	-36.063370742233	7.929133	8.091211
GSTT1_Epithelialcells	0.502414671415862	7.686543670481	2.47056406707494	0.0155610943306312	0.0855364611932149	-36.0716612762854	7.435336	7.937751
AIF1_Bcells	0.0710096969579421	11.0187108770219	2.45593760001938	0.0161624839816611	0.0880541283875523	-36.1056181555219	10.98321	11.05422
MIR17_Epithelialcells	-0.429843627680714	5.66839017031339	-2.45448854233602	0.0162231824028051	0.0880541283875523	-36.1089728243904	5.883312	5.453468
IRF1_Epithelialcells	0.193851012828153	9.31951510385177	2.44841243237715	0.0164799266260996	0.0888886042395245	-36.1230208256936	9.222590	9.416441
NGFRAP1_Tcells	-1.11614426565272	12.5690458705231	-2.4411618420519	0.0167910498566801	0.089883279360308	-36.1397448620812	13.12712	12.01097
RCSD1_Bcells	0.195928967167546	9.29415829496287	2.43192952638237	0.0171948031124283	0.089883279360308	-36.1609778128201	9.196194	9.392123
NPIPB15_Epithelialcells	-0.261748581207511	7.92278563115831	-2.41892888852785	0.0177780575552016	0.0913241885127322	-36.1907592152851	8.053660	7.791911
PIK3R5_Myeloids	0.0388552758352514	9.32372322463741	2.41234899486563	0.0180799311573058	0.0917875933987058	-36.2057794610856	9.304296	9.343151
SPIRE2_Epithelialcells	-0.107692358166556	7.92958133004656	-2.41232617596522	0.0180809859533951	0.0917875933987058	-36.2058314891596	7.983428	7.875735
SYT17_Epithelialcells	-0.230155389382117	6.01382838844121	-2.39138833907684	0.0190722701429782	0.095993549670297	-36.2533905071694	6.128906	5.898751
RGS17_Epithelialcells	-0.383890938395347	4.15028615877017	-2.38918528721062	0.0191793350406927	0.095993549670297	-36.2583736502864	4.342232	3.958341
ZNF185_Epithelialcells	-0.280085962485463	7.65016779244377	-2.38746373271584	0.0192633719317994	0.095993549670297	-36.2622649002957	7.790211	7.510125
C22orf39_Bcells	-0.0678917895637507	8.8076542533781	-2.38560576560486	0.0193544352753554	0.095993549670297	-36.2664617469296	8.841600	8.773708
SPRR3_Epithelialcells	-0.496148400062555	5.3356917413126	-2.38044612601167	0.0196093334122008	0.096702027055596	-36.2781016203174	5.583766	5.087618
LOC100996717_Epithelialcells	-0.244277983350861	7.86481058846268	-2.37464849159732	0.0198993086701927	0.0972550785948268	-36.2911545868105	7.986950	7.742672
LGALS7_Epithelialcells	-0.293702605673889	5.00866671328475	-2.37370474871763	0.0199468701173631	0.0972550785948268	-36.2932767329566	5.155518	4.861815
FREM2_Epithelialcells	-0.375428728133451	4.02644132052223	-2.34992974259911	0.0211788601625024	0.102681777079997	-36.3464955032044	4.214156	3.838727
APOL3_Bcells	0.0453193077141165	7.24444510293288	2.33815304409344	0.0218137545368632	0.104584834251739	-36.3726834805933	7.221785	7.267105
UAP1L1_Epithelialcells	0.232842036861562	6.3697018719093	2.33286663810259	0.0221041944947504	0.105391822369998	-36.3844014819307	6.253281	6.486123
GPRC5C_Epithelialcells	-0.118497126925002	8.2020305713288	-2.32164031731133	0.0227323632379955	0.107791370738407	-36.4092090070473	8.261279	8.142782
TFEC_Myeloids	0.133841856177534	7.81385328684566	2.31512689505944	0.0231040182983418	0.1088129957834	-36.4235540401679	7.746932	7.880774
CYP3A5_Epithelialcells	-0.303574409267252	9.21964276740771	-2.31125252092198	0.0233276294006026	0.1088129957834	-36.43207011302	9.371430	9.067856
KCNH8_Epithelialcells	-0.200749754268358	4.82606862453401	-2.30883120364186	0.0234683462126796	0.1088129957834	-36.4373859350723	4.926444	4.725694
CCND2_Epithelialcells	0.314137382805466	10.0293543168403	2.30128459919719	0.0239117476028158	0.1088129957834	-36.4539225481875	 9.872286	10.186423
SLC44A5_Epithelialcells	-0.315059638295322	4.25606992794572	-2.2899083246428	0.0245941466754836	0.108844864517653	-36.4787610321764	4.41360	4.09854
SLFN13_Epithelialcells	-0.164924926067851	4.65011972184739	-2.28463020833254	0.0249165455381302	0.109709075507176	-36.4902482714032	4.732582	4.567657
FYB_Myeloids	0.0709540400413502	10.2425389249193	2.27906374055167	0.0252605897251115	0.11010044915541	-36.5023377871759	10.20706	10.27802
ZNF256_Epithelialcells	-0.17459811999065	4.51542651150002	-2.2759425292163	0.0254553273964871	0.110391696196826	-36.509105212111	4.602726	4.428127
TNFSF13B_Myeloids	0.121660383666853	11.0502639977598	2.27165913646618	0.0257247282871368	0.110920855837784	-36.5183791777368	10.98943	11.11109
BTBD11_Epithelialcells	-0.116237297807044	5.12012425645096	-2.26336237099522	0.0262536978905129	0.111458507208368	-36.5362986624144	5.178243	5.062006
ERAP2_Bcells	0.302580678826265	9.3189048812836	2.26284009821305	0.026287313974105	0.111458507208368	-36.5374247399864	9.167615	9.470195
PRF1_Epithelialcells	0.640987777024564	6.16779203538609	2.26122548490012	0.0263914782210789	0.111458507208368	-36.5409045733033	5.847298	6.488286
CASP1_Epithelialcells	0.295832343974473	10.4759279278917	2.2599157753168	0.0264762386763793	0.111458507208368	-36.5437256639967	10.32801	10.62384
RNF213_Tcells	0.224785372863066	11.1709181754878	2.25756830508216	0.0266287593084488	0.111556404287337	-36.548778461123	11.05853	11.28331
CECR1_Stromalcells	0.123796037202311	9.59634561964102	2.24918660944276	0.0271796612810471	0.113314240026781	-36.5667817360523	9.534448	9.658244
GGT6_Epithelialcells	0.302929266805475	8.04304307301451	2.23086114432921	0.0284191406416674	0.117347934802675	-36.605937183226	7.891578	8.194508
WARS_Tcells	0.206807132072495	13.897807149705	2.22783663913985	0.0286284080126719	0.117649124356837	-36.612372283276	13.79440	14.00121
TUFT1_Epithelialcells	-0.0915876444135009	9.0018168360693	-2.21875199757329	0.0292651268551315	0.119695755810325	-36.6316547304206	9.047611	8.956023
SLAMF8_Myeloids	0.10554938712121	9.7440922911871	2.21503615999051	0.0295291149314165	0.120205783895342	-36.6395215831372	9.691318	9.796867
PIK3CG_Bcells	0.225605658199855	8.6505501153175	2.20987305155863	0.029899384417786	0.121141637335912	-36.6504330503767	8.537747	8.763353
FHL2_Epithelialcells	-0.135206544645349	10.8426111822306	-2.18225370871136	0.0319498950956095	0.12884467040893	-36.7084180894264	10.91021	10.77501
FCER1G_Myeloids	0.0906767050018882	11.8395071133406	2.17499762376888	0.0325085561302612	0.130487832281002	-36.7235441217668	11.79417	11.88485
TRIM22_Stromalcells	0.156856134004945	10.6702651988581	2.17164173551355	0.0327698019518759	0.13092749576143	-36.7305246251949	10.59184	10.74869
C22orf39_Epithelialcells	0.237654445660125	7.52168083469701	2.16756556413609	0.0330895802633727	0.131306550064218	-36.738990449333	7.402854	7.640508
IL10RA_Myeloids	0.0565411582611723	9.88022171682148	2.16655881625415	0.0331689778841246	0.131306550064218	-36.7410791860032	9.851951	9.908492
HCST_Myeloids	0.0352793888618521	8.80399695911416	2.15774445944363	0.0338712449776305	0.133186903570731	-36.7593296836894	8.786357	8.821637
KIAA1244_Epithelialcells	-0.182737344135367	8.52512172031923	-2.15673330203228	0.0339526289519824	0.133186903570731	-36.7614190822877	8.616490	8.433753
GBP5_Myeloids	0.0862077982924383	9.55461740813554	2.14482081058119	0.0349243071716415	0.136378629362564	-36.7859685210151	9.511514	9.597721
MX2_Myeloids	0.207989816358536	10.7090132410243	2.1418110660152	0.0351735993801959	0.136733406599591	-36.7921518179223	10.60502	10.81301
PTPRF_Epithelialcells	-0.145187579694742	10.7209633577408	-2.12847642825705	0.0362967796663998	0.139839825232603	-36.8194533918135	10.79356	10.64837
TK1_Epithelialcells	0.140036898579741	9.33221815309461	2.11732466850583	0.037259869559549	0.142912299688403	-36.8421684534986	9.262200	9.402237
SAMSN1_Myeloids	0.224468130372751	10.7325533444175	2.1007268873494	0.0387342857447262	0.147258540077968	-36.8757783587449	10.62032	10.84479
TYMP_Epithelialcells	0.138479858856113	6.92361511631298	2.09749882910627	0.0390268324531249	0.147719984241433	-36.8822874790471	6.854375	6.992855
SLC17A9_Epithelialcells	-0.165665830175085	8.17317250565658	-2.08717926659208	0.0399749103559926	0.150647806276077	-36.9030357069548	8.256005	8.090340
IRF7_Epithelialcells	0.0423640501432452	8.04268673954558	2.08457972140435	0.0402168499237841	0.150900615148807	-36.9082477739787	8.021505	8.063869
TAP2_Tcells	0.217125334881901	10.0717289531387	2.07738727406924	0.0408928511653385	0.152772859548429	-36.9226381196379	 9.963166	10.180292
ATF7IP2_Epithelialcells	-0.156644044289529	6.98983727385792	-2.07196251560408	0.0414091773051507	0.152971672541061	-36.933462129915	7.068159	6.911515
TNFRSF1B_Myeloids	0.0623452463600209	11.6728529363369	2.07126234759866	0.0414762269282757	0.152971672541061	-36.9348573168469	11.64168	11.70403
PARP9_Tcells	0.224751208887518	10.1895504923707	2.07124557002859	0.041477834733034	0.152971672541061	-36.9348907433936	10.07717	10.30193
FCGR1A_Myeloids	0.0697733808862377	9.50657466591046	2.03839533192633	0.0447307341228107	0.16222748496987	-36.99987099561	9.471688	9.541461
LY6E_Epithelialcells	0.281366743186306	8.62534775656563	2.02010538883835	0.0466350804674264	0.16222748496987	-37.0356430440975	8.484664	8.766031
COL9A3_Epithelialcells	-0.180791061858723	6.10332247749196	-2.01767239903343	0.0468935665006322	0.16222748496987	-37.0403795747576	6.193718	6.012927
CXCL11_Tcells	0.905213727143488	10.2021808952159	2.00523264456755	0.0482344566960253	0.16222748496987	-37.0645164031758	 9.749574	10.654788
CAMK1D_Bcells	0.232574821737785	10.009563228154	2.00405531926244	0.0483630440776895	0.16222748496987	-37.066793756733	 9.893276	10.125851
ITGAL_Bcells	0.0567137709095551	9.98402343040622	1.99870488468611	0.0489511184058294	0.16222748496987	-37.0771280624124	 9.955667	10.012380
ERAP2_Epithelialcells	0.461677990975135	7.70254237540995	1.99628727132637	0.0492188403803148	0.16222748496987	-37.0817894354376	7.471703	7.933381
IFIT2_Myeloids	0.270938917092572	10.3126363581243	1.99557916113991	0.0492974916884574	0.16222748496987	-37.0831537654439	10.17717	10.44811
CCND2_Stromalcells	0.118337844183412	11.072096446828	1.99311335511809	0.0495722126089552	0.16222748496987	-37.0879012549265	11.01293	11.13127
PARP12_Epithelialcells	0.177624841262809	8.96676938327211	1.99203409833132	0.0496928658194743	0.16222748496987	-37.089977503787	8.877957	9.055582
STAT1_Tcells	0.429410448304196	12.5739076396558	1.99091104378398	0.0498186814848734	0.16222748496987	-37.0921369259083	12.35920	12.78861
ZNF177_Epithelialcells	-0.209367995635445	4.21644077854832	-1.97694181661036	0.051406521482475	0.16222748496987	-37.1189046565305	4.321125	4.111757
CD200_Bcells	0.0342623748379314	9.84142853014724	1.96871685941807	0.0523614545871489	0.16222748496987	-37.134585113938	9.824297	9.858560
IRF9_Bcells	0.0543765092391801	10.0945152934512	1.9683243533827	0.052407400426634	0.16222748496987	-37.1353319198772	10.06733	10.12170
SOWAHC_Epithelialcells	-0.136013948310916	9.87332169281716	-1.96314244457702	0.0530172076512312	0.16222748496987	-37.1451786317561	9.941329	9.805315
TAP1_Epithelialcells	0.194745579890714	9.90823132999923	1.95873579330283	0.0535405226714476	0.16222748496987	-37.1535336001824	 9.810859	10.005604
FAS_Myeloids	0.0881471179985738	9.89500225069002	1.94292978370891	0.0554538537240054	0.16222748496987	-37.1833609001182	9.850929	9.939076
ITGB6_Epithelialcells	-0.201586112182042	8.18102578634808	-1.93695995065525	0.0561914524598415	0.16222748496987	-37.1945691498205	8.281819	8.080233
LOC389831_Epithelialcells	0.161888033932054	7.34479975568484	1.92943334403564	0.0571332375378767	0.16222748496987	-37.2086553459631	7.263856	7.425744
RNF39_Epithelialcells	-0.156209773431062	6.60268735865122	-1.92875607825001	0.0572186339938716	0.16222748496987	-37.2099204068711	6.680792	6.524582
ZNF165_Epithelialcells	-0.163038871644442	6.68637894718933	-1.9227395671894	0.0579820126387886	0.16222748496987	-37.2211408023693	6.767898	6.604860
SOX30_Epithelialcells	-0.03274140307101	4.01950469769573	-1.9044258464725	0.0603589082888164	0.16222748496987	-37.2550973915551	4.035875	4.003134
HIRA_Epithelialcells	0.13061689703347	8.62856229588365	1.90349946270571	0.0604812959891411	0.16222748496987	-37.2568071552781	8.563254	8.693871
DDX60_Epithelialcells	0.44547231144761	8.03280184094233	1.89535971047234	0.0615656984567863	0.16222748496987	-37.2717973901372	7.810066	8.255538
SLC6A20_Myeloids	0.165329522653053	8.22227723341742	1.88858563463219	0.0624806155489563	0.16222748496987	-37.2842277110563	8.139612	8.304942
IFITM1_Epithelialcells	0.160602840515963	12.8348520627548	1.88809882820688	0.0625468031408905	0.16222748496987	-37.2851194219936	12.75455	12.91515
TNFSF8_Myeloids	0.0870620614989273	7.64561508793058	1.88740384520146	0.0626413973339708	0.16222748496987	-37.286392096586	7.602084	7.689146
PRKAA2_Epithelialcells	-0.0453089440543248	4.95757471358104	-1.86507881119103	0.0657447598628924	0.16222748496987	-37.3270456424784	4.980229	4.934920
SNHG18_Epithelialcells	-0.181187663299852	8.25883695674744	-1.85861511507978	0.0666670017501408	0.16222748496987	-37.3387329966632	8.349431	8.168243
SEMA6D_Epithelialcells	0.467893233129733	6.75964053773444	1.8392737227722	0.0694916564470618	0.16222748496987	-37.3734822659182	6.525694	6.993587
CCR1_Myeloids	0.0966216842854024	10.5971670043974	1.82776145003915	0.071219956640474	0.16222748496987	-37.3940066083877	10.54886	10.64548
CD163_Myeloids	0.15936671036371	11.2372857754974	1.82567518815062	0.0715369696702552	0.16222748496987	-37.3977133320688	11.15760	11.31697
SH3BP5_Myeloids	0.0924607065054079	11.4576508765173	1.82092740417152	0.0722627987458199	0.16222748496987	-37.4061343115037	11.41142	11.50388
TRIM69_Tcells	0.0528928350476221	8.84895279440724	1.81957283027348	0.0724710049942243	0.16222748496987	-37.4085331640867	8.822506	8.875399
TYROBP_Myeloids	0.046928500536831	11.6811328632885	1.81152735473778	0.0737179744272128	0.16222748496987	-37.422747173726	11.65767	11.70460
CXCL9_Tcells	0.34029501609284	11.7747252016336	1.80082487258321	0.0754043946108932	0.16222748496987	-37.4415651956682	11.60458	11.94487
AC006026.13_Epithelialcells	-0.185355375271759	5.67034090559951	-1.79629552065624	0.0761276936689634	0.16222748496987	-37.4494980646784	5.763019	5.577663
